molecule_chembl_id,canonical_smiles,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,bioactivity_class
CHEMBL1361500,Cc1cc(C)cc(Oc2coc3cc(OC(=O)c4cccs4)ccc3c2=O)c1,18800.0,18800.0,18800.0,4.72584215073632,inactive
CHEMBL1500316,C=C[S+]([O-])c1sc(Cl)c(N2CCOCC2)c1[N+](=O)[O-],18800.0,18800.0,18800.0,4.72584215073632,inactive
CHEMBL1409091,Cc1cccc(C(=O)NC2C(=O)NNC2c2ccc(Cl)cc2)c1,18900.0,18900.0,18900.0,4.723538195826756,inactive
CHEMBL3196684,O=C(N/N=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)[C@H]1C[C@@H]1c1ccccc1,18900.0,18900.0,18900.0,4.723538195826756,inactive
CHEMBL1555488,COc1ccc(-n2c(C)cc(C(=O)CCl)c2C)cc1,19000.0,19000.0,19000.0,4.721246399047171,inactive
CHEMBL1302625,CCOC(=O)Cc1c(O)oc2nnc(C)c-2c1C,19100.0,19100.0,19100.0,4.718966632752273,inactive
CHEMBL1432044,Cc1ccc(NC(=O)COc2cccc(/C=C3\SC(=S)N(CCC(=O)O)C3=O)c2)cc1Cl,19100.0,19100.0,19100.0,4.718966632752273,inactive
CHEMBL1495230,Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccccc4)c32)o1,19300.0,19300.0,19300.0,4.714442690992226,inactive
CHEMBL1501843,O=C(CCl)Oc1ccc2occ(C(=O)c3cccs3)c2c1,19300.0,19300.0,19300.0,4.714442690992226,inactive
CHEMBL1300695,CC(=O)N(C)Cc1ccc(C(=O)CCl)cc1,19400.0,19400.0,19400.0,4.7121982700697735,inactive
CHEMBL1424118,Nc1nc(CCl)nc(Nc2ccc3ccccc3c2)n1,19400.0,19400.0,19400.0,4.7121982700697735,inactive
CHEMBL1449922,CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=O)N=C2S1,19400.0,19400.0,19400.0,4.7121982700697735,inactive
CHEMBL1374701,CC1=NN(c2cccc([N+](=O)[O-])c2)C(=O)C1,19500.0,19500.0,19500.0,4.709965388637482,inactive
CHEMBL1446060,Cc1ccc(C(=O)NC(C#N)=C(Cl)Cl)cc1,19500.0,19500.0,19500.0,4.709965388637482,inactive
CHEMBL1584201,O=C(Oc1cccc(OC(=O)c2ccco2)c1)c1ccco1,19800.0,19800.0,19800.0,4.703334809738469,inactive
CHEMBL3192535,COc1ccc(C(=O)N/N=C\c2coc3ccc(Cl)cc3c2=O)cc1,19800.0,19800.0,19800.0,4.703334809738469,inactive
CHEMBL3194773,CCOc1cc(/C=N\NC(=O)OC(C)(C)C)ccc1OC(=O)c1ccco1,19800.0,19800.0,19800.0,4.703334809738469,inactive
CHEMBL1323586,COc1cc(C2NC(=O)C(C#N)=C(Nc3cccc(C)c3)S2)ccc1O,20000.0,20000.0,20000.0,4.698970004336019,inactive
CHEMBL1570005,CC1CC(C)CN(C(=O)c2ccc3c(c2NCCO)C(=O)c2ccccc2C3=O)C1,20000.0,20000.0,20000.0,4.698970004336019,inactive
CHEMBL1585382,CC(C)(C)c1ccc(C(=O)Cn2cnnc2C#N)cc1,20000.0,20000.0,20000.0,4.698970004336019,inactive
CHEMBL1974348,CCNC1=C(Cl)C(=O)c2ccccc2C1=O,20000.0,20000.0,20000.0,4.698970004336019,inactive
CHEMBL3214581,COc1cc(/C=N/NC(=O)c2ccc(F)cc2)ccc1OC(=O)c1ccco1,20000.0,20000.0,20000.0,4.698970004336019,inactive
CHEMBL1321472,O=C1c2ccccc2-c2c1nc1c([n+]2[O-])CCCC1,20100.0,20100.0,20100.0,4.696803942579511,inactive
CHEMBL1600712,CCOC(=O)c1c(N=C(S)N2CCOCC2)sc2c1CCN(C(=O)OCC)C2,20100.0,20100.0,20100.0,4.696803942579511,inactive
CHEMBL1323536,O=C(NCc1cccnc1)/C(=C\c1ccc(-c2ccc(Br)cc2)o1)S(=O)(=O)c1ccccc1,20200.0,20200.0,20200.0,4.694648630553377,inactive
CHEMBL1581233,Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,20200.0,20200.0,20200.0,4.694648630553377,inactive
CHEMBL46516,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,20200.0,20200.0,20200.0,4.694648630553377,inactive
CHEMBL1580600,O=C(O)CN1C(=O)/C(=C\c2ccc(OC(=O)c3ccco3)cc2)SC1=S,20300.0,20300.0,20300.0,4.692503962086787,inactive
CHEMBL1322313,CC(=O)Nc1cccc(OC(=O)COc2ccc(Br)cc2)c1,20600.0,20600.0,20600.0,4.686132779630847,inactive
CHEMBL1367735,COc1ccc(N2C(=O)/C(=C\c3ccco3)N=C2SCC(=O)NC(C)(C)C)cc1Cl,20700.0,20700.0,20700.0,4.684029654543083,inactive
CHEMBL1401841,COc1ccc2nc3cccc(OC)c3nc2c1,20800.0,20800.0,20800.0,4.681936665037238,inactive
CHEMBL1371873,CC1(C)CC(C(CCN(Cc2ccccc2)C(=O)c2ccco2)c2ccc(F)cc2)CCO1,20900.0,20900.0,20900.0,4.679853713888946,inactive
CHEMBL1407708,O=C(c1n[nH]cc1-c1ccc(Cl)cc1)C1CO1,20900.0,20900.0,20900.0,4.679853713888946,inactive
CHEMBL1301720,CCOc1ccccc1Nc1nnc(Cc2ccccc2Cl)c(O)n1,21000.0,21000.0,21000.0,4.6777807052660805,inactive
CHEMBL1332131,O=C(O)c1ccc(/C=C(\c2nc3ccccc3[nH]2)c2nc3ccccc3s2)cc1,21000.0,21000.0,21000.0,4.6777807052660805,inactive
CHEMBL1440303,CNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,21000.0,21000.0,21000.0,4.6777807052660805,inactive
CHEMBL1582246,COc1ccc2c(c1)C(=C(C#N)C#N)C(=O)N2CCc1ccccc1,21200.0,21200.0,21200.0,4.673664139071248,inactive
CHEMBL3210642,Cc1ccc(-n2nc(C)c(/C=N/NC(=O)c3ccc([N+](=O)[O-])cc3)c2O)c(C)c1,21200.0,21200.0,21200.0,4.673664139071248,inactive
CHEMBL1409991,CCOC(=O)c1cc(C)sc1NC(=O)CSC1=NCCS1,21400.0,21400.0,21400.0,4.669586226650809,inactive
CHEMBL1556498,COc1ccc(C(=O)C2C(c3ccc(-c4ccccc4[N+](=O)[O-])o3)NC(=O)NC2(O)C(F)(F)F)cc1,21500.0,21500.0,21500.0,4.667561540084395,inactive
CHEMBL1391527,COc1ccc(NC2=C(NCCO)C(=O)c3ccccc3C2=O)cc1,21900.0,21900.0,21900.0,4.6595558851598815,inactive
CHEMBL1606823,O=C1NC(=O)N(Cc2ccc(F)cc2)C(=O)/C1=C/NNC(=O)c1ccccc1O,21900.0,21900.0,21900.0,4.6595558851598815,inactive
CHEMBL1387378,CCOc1cc(/C=C2\C(=N)N3N=C(S(=O)(=O)CC)SC3=NC2=O)ccc1OC(=O)c1ccco1,22100.0,22100.0,22100.0,4.655607726314889,inactive
CHEMBL1427517,COc1ccc2nc3ccccc3nc2c1N,22100.0,22100.0,22100.0,4.655607726314889,inactive
CHEMBL1381436,O=C1c2ccccc2C(=O)C12OC2c1ccc(Cl)cc1,22200.0,22200.0,22200.0,4.653647025549361,inactive
CHEMBL1433014,N#CC1=C(N)C(C#N)(C#N)[C@H](c2c(F)cccc2F)[C@H]2CC3(CC=C12)OCCO3,22200.0,22200.0,22200.0,4.653647025549361,inactive
CHEMBL1404492,Cc1noc(C)c1CSCC(=O)Oc1ccc(N(C)S(=O)(=O)c2ccccc2)cc1,22300.0,22300.0,22300.0,4.651695136951839,inactive
CHEMBL1373049,O=C(O)CN1C(=O)/C(=C\c2cccc(OC(=O)c3ccco3)c2)SC1=S,22600.0,22600.0,22600.0,4.645891560852599,inactive
CHEMBL1497078,O=C(CCl)Nc1cccc(S(=O)(=O)N2CCCCCC2)c1,22600.0,22600.0,22600.0,4.645891560852599,inactive
CHEMBL1500035,CCc1ccc(/C=C/C(=O)C2C(=O)c3ccccc3C2=O)cc1,22700.0,22700.0,22700.0,4.6439741428068775,inactive
CHEMBL1583292,Oc1[nH]c2ccc(Br)cc2c1N=NC(=S)N1CCOCC1,22700.0,22700.0,22700.0,4.6439741428068775,inactive
CHEMBL1594685,COC(=O)c1ccc(-n2c(C)cc(C(=O)CCl)c2C)cc1,22700.0,22700.0,22700.0,4.6439741428068775,inactive
CHEMBL1601712,Cc1cccc(C(=O)c2cnc3ccccc3c2-c2ccccc2)c1,22800.0,22800.0,22800.0,4.642065152999546,inactive
CHEMBL1341388,COc1cc(C=C2C(=O)c3ccccc3C2=O)ccc1O,22900.0,22900.0,22900.0,4.640164517660112,inactive
CHEMBL1393351,C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N(Cc1ccccc1)[C@H]2c1ccc(F)c(Br)c1,23000.0,23000.0,23000.0,4.638272163982407,inactive
CHEMBL1376281,Cl.O=C(CNC1=NCCC1)c1ccc(Cl)cc1,23100.0,23100.0,23100.0,4.636388020107856,inactive
CHEMBL1482281,O=C(Oc1ccc(Br)cc1C(=S)N1CCOCC1)c1cccc([N+](=O)[O-])c1,23100.0,23100.0,23100.0,4.636388020107856,inactive
CHEMBL1550425,COc1ccc(-n2c(=O)c3ccccc3c3ccccc3c2=O)cc1,23300.0,23300.0,23300.0,4.632644078973981,inactive
CHEMBL1556187,O=c1oc(-c2ccccc2Cl)nc2ccsc12,23300.0,23300.0,23300.0,4.632644078973981,inactive
CHEMBL1719244,COc1ccccc1Nc1cc2cc(Br)ccc2c(O)n1,23300.0,23300.0,23300.0,4.632644078973981,inactive
CHEMBL1300684,Nc1nc(C(=O)N2CCOCC2)nn1C(=O)c1ccc(Cl)cc1,23400.0,23400.0,23400.0,4.6307841425898575,inactive
CHEMBL1965172,Cc1nnc(N/N=C\c2ccc(-c3ccccc3[N+](=O)[O-])o2)n1N,23500.0,23500.0,23500.0,4.628932137728263,inactive
CHEMBL1326957,Cl.Nc1ccc2[nH]cnc2c1,23600.0,23600.0,23600.0,4.627087997029894,inactive
CHEMBL1480242,CCOCC(=O)NCc1ccc2c(c1)cc(C)n2C,23600.0,23600.0,23600.0,4.627087997029894,inactive
CHEMBL1510765,CC1CC(C)CN(C(=O)c2ccc3c(c2)N(Cc2ccccc2)CCS3)C1,23600.0,23600.0,23600.0,4.627087997029894,inactive
CHEMBL1465170,NC1=NN(c2cccc(C(=O)O)c2)C(=O)C1,23700.0,23700.0,23700.0,4.6252516539898965,inactive
CHEMBL1582891,Nc1ccc2nc(N3CCOCC3)sc2c1,23700.0,23700.0,23700.0,4.6252516539898965,inactive
CHEMBL1713763,CC1Nc2ncnc(N3CCc4ccccc4C3)c2N(Cc2ccc(Br)cc2)C1=O.O=C(O)C(F)(F)F,23700.0,23700.0,23700.0,4.6252516539898965,inactive
CHEMBL1388022,COc1ccccc1-c1c(C)oc2cc(OC(=O)c3ccco3)ccc2c1=O,23800.0,23800.0,23800.0,4.623423042943488,inactive
CHEMBL1585923,COc1cc(/C=C2\C(=O)N(c3ccc(S(N)(=O)=O)cc3)N=C2C)ccc1OC(=O)c1ccco1,23800.0,23800.0,23800.0,4.623423042943488,inactive
CHEMBL1313352,N#CC(C#N)=NNc1ccc(S(=O)(=O)N2CCCC2)cc1,23900.0,23900.0,23900.0,4.621602099051862,inactive
CHEMBL1360322,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccccc2F)cc1,24000.0,24000.0,24000.0,4.619788758288394,inactive
CHEMBL1469208,CC1(C)CC2=Nc3nn(-c4ccccc4)c(O)c3C(c3ccc4c(c3)OCO4)C2=C(O)C1,24000.0,24000.0,24000.0,4.619788758288394,inactive
CHEMBL1345762,Cc1ccc(C)c(-c2ccc(=O)n(Cc3cccc(Br)c3)n2)c1,24100.0,24100.0,24100.0,4.617982957425132,inactive
CHEMBL1511042,FC(F)(F)c1ccc(C2[C@H]3CN(Cc4cccnc4)[C@H](c4ccccc4)C34CC2(c2cccnc2)C4)cc1,24100.0,24100.0,24100.0,4.617982957425132,inactive
CHEMBL1409883,CCCNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,24400.0,24400.0,24400.0,4.61261017366127,inactive
CHEMBL1525315,Cc1cc(C(=O)CCl)c(C)n1CCc1ccccc1,24400.0,24400.0,24400.0,4.61261017366127,inactive
CHEMBL3214331,O=C(N/N=C/c1ccc(OC(=O)c2ccco2)cc1)c1ccc[n+]([O-])c1,24600.0,24600.0,24600.0,4.609064892896621,inactive
CHEMBL1299841,COc1ccc(CN2CCNC(=O)C2CC(=O)N(C)Cc2ccncn2)c(OC)c1,24700.0,24700.0,24700.0,4.607303046740334,inactive
CHEMBL1466241,CSc1nc(-c2ccco2)nn1C(=O)c1cccs1,24700.0,24700.0,24700.0,4.607303046740334,inactive
CHEMBL1463793,Cc1ccc2nsnc2c1NS(=O)(=O)c1c(C)ccc2nsnc12,24800.0,24800.0,24800.0,4.605548319173784,inactive
CHEMBL1548210,Cc1cccc(N2CC(C(=O)OCC(=O)c3ccc(OC(=O)c4cccs4)cc3)CC2=O)c1C,25000.0,25000.0,25000.0,4.6020599913279625,inactive
CHEMBL1406350,CC(/C=C1\SC(=S)N(NC(=O)c2cccc(O)c2)C1=O)=C\c1ccccc1,25200.0,25200.0,25200.0,4.598599459218456,inactive
CHEMBL1341778,CCn1c(COc2ccc(Cl)cc2)nnc1SC1CCc2ccccc2C1=O,25400.0,25400.0,25400.0,4.5951662833800615,inactive
CHEMBL1477488,CCCCC(=O)NC(c1cccc([N+](=O)[O-])c1)c1c(OC(C)=O)ccc2ccccc12,25400.0,25400.0,25400.0,4.5951662833800615,inactive
CHEMBL1451681,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccc(C)o2)cc1,25700.0,25700.0,25700.0,4.590066876668706,inactive
CHEMBL1522275,CC(C)C[C@H](N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1.Cl,25700.0,25700.0,25700.0,4.590066876668706,inactive
CHEMBL1342248,O=C(NC1=C(Nc2ccc(F)cc2)C(=O)c2ccccc2C1=O)c1ccc(Cl)cc1,25900.0,25900.0,25900.0,4.586700235918748,inactive
CHEMBL1497049,N#Cc1cc([N+](=O)[O-])c(-n2nnc3ccccc32)c([N+](=O)[O-])c1,25900.0,25900.0,25900.0,4.586700235918748,inactive
CHEMBL1505679,OCCN=C(S)Nc1ccc2nsnc2c1,26000.0,26000.0,26000.0,4.585026652029182,inactive
CHEMBL1364384,COc1ccc(OC)c(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)c1,26300.0,26300.0,26300.0,4.580044251510242,inactive
CHEMBL1399683,O=C1COc2ccc(C(=O)CCl)cc2N1,26300.0,26300.0,26300.0,4.580044251510242,inactive
CHEMBL1325970,COc1nc(NC(C)C)nc(N(C#N)CN2C(=O)c3ccccc3S2(=O)=O)n1,26400.0,26400.0,26400.0,4.578396073130169,inactive
CHEMBL1456285,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)n1nnc2ccccc21,26500.0,26500.0,26500.0,4.576754126063192,inactive
CHEMBL1428003,CCCCOc1ccc(C(=O)C(CN2CCOCC2)c2ccccc2)cc1,26700.0,26700.0,26700.0,4.573488738635425,inactive
CHEMBL1569877,CCOC(=O)C(CC)Sc1ncnc2c1nnn2-c1ccc(F)cc1,26700.0,26700.0,26700.0,4.573488738635425,inactive
CHEMBL1608787,COc1ccc(Br)cc1[C@H]1[C@@H]2C=CCC[C@@]2(C)C(=O)N1Cc1ccccc1,26700.0,26700.0,26700.0,4.573488738635425,inactive
CHEMBL1569820,CCOc1cc(/C=C2/C(=N)N3OC(C)=CC3=NC2=O)ccc1O,26900.0,26900.0,26900.0,4.570247719997592,inactive
CHEMBL1594394,COCc1n[nH]c2c1C(c1cccc(OC)c1)C(C#N)=C(N)O2,27000.0,27000.0,27000.0,4.568636235841013,inactive
CHEMBL3190539,Cc1cc(C(=O)N/N=C/c2c(C)nn(-c3ccccc3)c2O)[nH]n1,27000.0,27000.0,27000.0,4.568636235841013,inactive
CHEMBL1533248,CC(C)(C)c1c(Cl)c(O)c(-c2ccccc2)c(=O)n1-c1ccccc1,27200.0,27200.0,27200.0,4.565431095965801,inactive
CHEMBL1348057,O=C(NCc1cccnc1)/C(=C/c1ccc(-c2ccc(Cl)cc2)o1)S(=O)(=O)c1ccccc1,27300.0,27300.0,27300.0,4.5638373529592435,inactive
CHEMBL1557932,CC[n+]1c(/C=C2\C=C(C)CC(C)(C)C2)sc2ccccc21.[I-],27300.0,27300.0,27300.0,4.5638373529592435,inactive
CHEMBL1508375,O=C(CCCN1C(=O)/C(=C\c2ccccc2)SC1=S)Nc1ccc(O)cc1,27800.0,27800.0,27800.0,4.555955204081924,inactive
CHEMBL1582076,COc1cc(C2C(C#N)=C(N)Oc3c2c(-c2ccccc2)nn3-c2ccccc2)cc(OC)c1OC,27900.0,27900.0,27900.0,4.554395796726403,inactive
CHEMBL1790006,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N.[Cl-],28000.0,28000.0,28000.0,4.552841968657781,inactive
CHEMBL3197978,CCN(CC)c1ccc(/C=N/Nc2nc(C)cc(O)n2)c(O)c1,28000.0,28000.0,28000.0,4.552841968657781,inactive
CHEMBL1458321,O=C(NC1(O)C(=O)c2ccccc2C1=O)c1c(Cl)cccc1Cl,28600.0,28600.0,28600.0,4.543633966870957,inactive
CHEMBL1579471,Cc1n[nH]c2c1C(c1ccc(-c3ccc(Cl)cc3)o1)C(C#N)=C(N)O2,28600.0,28600.0,28600.0,4.543633966870957,inactive
CHEMBL3192605,Oc1ccc(/C=N/c2ccc3ncccc3c2)c(O)c1,29000.0,29000.0,29000.0,4.537602002101044,inactive
CHEMBL1529352,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccccc1NS(=O)(=O)c1cccs1,29100.0,29100.0,29100.0,4.536107011014093,inactive
CHEMBL1413252,CN1C(=O)C2(C(C#N)=C(N)C(C#N)(C#N)C3=CCC(C(C)(C)C)CC32)c2ccccc21,29500.0,29500.0,29500.0,4.530177984021837,inactive
CHEMBL1339644,Cc1cccc(Sc2c(C=O)c3ccccc3n2C)c1,29600.0,29600.0,29600.0,4.528708288941061,inactive
CHEMBL1481417,c1ccc2nc3cc4[nH]cnc4cc3nc2c1,29600.0,29600.0,29600.0,4.528708288941061,inactive
CHEMBL1507657,O=C(c1ccco1)N1CCN(c2nc(C3CC3)nc3sc4c(c23)CCCC4)CC1,29600.0,29600.0,29600.0,4.528708288941061,inactive
CHEMBL1605394,CCCCOc1ccc(C2C3CN(C(=O)OCC)CC=C3C(C#N)=C(N)C2(C#N)C#N)cc1OC,29800.0,29800.0,29800.0,4.525783735923745,inactive
CHEMBL1309419,COc1ccc(C(=O)n2nnc3ccccc32)cc1Br,30000.0,30000.0,30000.0,4.522878745280337,inactive
CHEMBL405110,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],30000.0,30000.0,30000.0,4.522878745280337,inactive
CHEMBL1383283,O=C(Nc1ccc(Cl)cc1)C(Cl)C(=O)c1ccccc1,30300.0,30300.0,30300.0,4.518557371497695,inactive
CHEMBL1399100,O=C1/C(=C/c2ccc(F)cc2)SC(=S)N1CC(=O)N1CCCCC1c1cccnc1,30300.0,30300.0,30300.0,4.518557371497695,inactive
CHEMBL1410897,CC(C)c1nnc(NC(=O)CCS(=O)(=O)c2nc(-c3cccs3)cc(C(F)(F)F)n2)s1,30400.0,30400.0,30400.0,4.517126416391246,inactive
CHEMBL1454882,Cc1ccc(NC(=O)c2cnc(SCC(=O)NCC3CCCO3)n(C)c2=O)cc1,30900.0,30900.0,30900.0,4.510041520575165,inactive
CHEMBL1794101,CC1Nc2ncnc(N3CCc4ccccc4C3)c2N(Cc2ccc(Cl)cc2)C1=O.O=C(O)C(F)(F)F,30900.0,30900.0,30900.0,4.510041520575165,inactive
CHEMBL1520239,CCOC(=O)Cc1n[nH]c2c1C(c1ccsc1)C(C#N)=C(N)O2,31300.0,31300.0,31300.0,4.504455662453552,inactive
CHEMBL1301821,COC(=O)CSc1nc2sc3c(c2c(=O)n1C1CCCCC1)CCN(C)C3,31400.0,31400.0,31400.0,4.503070351926785,inactive
CHEMBL1390555,CC(=O)Oc1ccc2ccccc2c1C(NC(=O)Cc1ccccc1)c1ccc(Cl)cc1,31600.0,31600.0,31600.0,4.5003129173815966,inactive
CHEMBL1569091,COc1cc(N)c(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,31700.0,31700.0,31700.0,4.498940737782249,inactive
CHEMBL1989179,N#C/C(=N\Nc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1)C(N)=S,31700.0,31700.0,31700.0,4.498940737782249,inactive
CHEMBL3210821,Cc1nn(-c2ccccc2)c(O)c1/C=N/N1CCOCC1,31700.0,31700.0,31700.0,4.498940737782249,inactive
CHEMBL1431254,COc1ccc(CN2C(=O)NC(=O)/C(=C\NNC(=O)c3ccccc3O)C2=O)cc1,32200.0,32200.0,32200.0,4.492144128304169,inactive
CHEMBL1609951,COc1ccc(N(C(=O)c2ccco2)S(=O)(=O)c2cccs2)cc1,32600.0,32600.0,32600.0,4.486782399932061,inactive
CHEMBL1468635,CC(C)Cn1c(N)c(S(=O)(=O)c2cccs2)c2nc3ccccc3nc21,32900.0,32900.0,32900.0,4.482804102050026,inactive
CHEMBL1369492,CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(C(C)C)cc3)cc2)s1,33400.0,33400.0,33400.0,4.476253533188435,inactive
CHEMBL1488395,Cc1ccc(Sc2c([N+](=O)[O-])ncn2C)cc1,34600.0,34600.0,34600.0,4.460923901207224,inactive
CHEMBL1988416,O=Cc1s/c(=N\S(=O)(=O)c2ccccc2)n(CCCCl)c1Cl,34900.0,34900.0,34900.0,4.45717457304082,inactive
CHEMBL1542492,CC(NC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])o1)c1ccccc1,35000.0,35000.0,35000.0,4.455931955649724,inactive
CHEMBL1706100,Cc1cccc(OCC(=O)Oc2ccc(Cl)cc2)c1,35100.0,35100.0,35100.0,4.454692883534176,inactive
CHEMBL1423919,COc1ccc(N2C(=O)CSC23C(=O)N2c4c(cccc43)C(C)=CC2(C)C)cc1,35600.0,35600.0,35600.0,4.448550002027125,inactive
CHEMBL1581228,CCOc1ccccc1Oc1coc2cc(OC(=O)c3ccco3)ccc2c1=O,35700.0,35700.0,35700.0,4.447331783887806,inactive
CHEMBL1301509,CCOC(=O)C1Nc2c(F)cc(C)cc2C2c3ccccc3CC12,36000.0,36000.0,36000.0,4.443697499232713,inactive
CHEMBL17551,Nc1ccc2[nH]ncc2c1,36100.0,36100.0,36100.0,4.442492798094342,inactive
CHEMBL1341913,COc1ccc2ccc3c(c2c1)N=CC1(O3)N(C)c2ccccc2C1(C)C,36200.0,36200.0,36200.0,4.441291429466834,inactive
CHEMBL3209345,COc1ccc(/C(=N/OC(C)=O)c2nccc3cc(OC)c(OC)cc23)cc1OC,36300.0,36300.0,36300.0,4.440093374963888,inactive
CHEMBL1417901,C=C(C)C(=O)NC1=NN(c2ccccc2)C(=O)C1,37000.0,37000.0,37000.0,4.431798275933005,inactive
CHEMBL1455639,Cn1nc(C(C)(C)C)cc1C(=O)Sc1cccc(Br)c1,37100.0,37100.0,37100.0,4.430626090384954,inactive
CHEMBL1520989,Cc1ccc(S(=O)(=O)NC(C)C(=O)Oc2ccc3c(=O)c(-c4ccc([N+](=O)[O-])cc4)c(C)oc3c2)cc1,37100.0,37100.0,37100.0,4.430626090384954,inactive
CHEMBL1463817,COc1ccc(-c2cc(C#N)nc(Cl)n2)cc1,37200.0,37200.0,37200.0,4.429457060118103,inactive
CHEMBL1463943,COc1ccc(/C=C/C(=O)c2ccccc2)cc1COc1ccc(F)cc1,37200.0,37200.0,37200.0,4.429457060118103,inactive
CHEMBL1324416,CC(=O)Oc1ccc2c(=O)oc(-c3ccccc3C)nc2c1,37800.0,37800.0,37800.0,4.422508200162775,inactive
CHEMBL1519846,CN1CCc2nc(SCC(=O)Nc3ccc(F)cc3)c(C#N)cc2C1,38000.0,38000.0,38000.0,4.42021640338319,inactive
CHEMBL1503209,Cc1nn(CCc2nn[nH]n2)c2nc(-c3ccc(C4CCCCC4)cc3)cc(C(F)(F)F)c12,38100.0,38100.0,38100.0,4.419075024324381,inactive
CHEMBL1499903,CC(C)C(=O)N1CCN(c2nc(-c3ccccc3)c3c(c2C#N)CCCC3)CC1,38400.0,38400.0,38400.0,4.4156687756324695,inactive
CHEMBL578502,CC(=O)N(C)C1=C(N2CCOCC2)C(=O)c2ccccc2C1=O,38400.0,38400.0,38400.0,4.4156687756324695,inactive
CHEMBL1587446,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(C)c2ccccc12,39000.0,39000.0,39000.0,4.4089353929735005,inactive
CHEMBL88326,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,39000.0,39000.0,39000.0,4.4089353929735005,inactive
CHEMBL1607176,Nc1cc(N)c2nonc2c1[N+](=O)[O-],39100.0,39100.0,39100.0,4.407823242604133,inactive
CHEMBL1981667,Cc1[nH]c2ccccc2c1/C=N/Nc1nc2ccccc2[nH]1,39300.0,39300.0,39300.0,4.405607449624573,inactive
CHEMBL1441170,CN1CCN2c3ccc(N)cc3CC3(C(=O)NC(=O)NC3=O)C2C1,39500.0,39500.0,39500.0,4.403402904373539,inactive
CHEMBL1522100,C=COC(=O)CSc1snc(SCC(=O)OC)c1C#N,40100.0,40100.0,40100.0,4.396855627379818,inactive
CHEMBL1497427,CCC(c1nnnn1Cc1ccco1)N(Cc1cc2cc(OC)ccc2nc1O)C1CCCCC1,40200.0,40200.0,40200.0,4.39577394691553,inactive
CHEMBL1413355,Cc1ccc(-c2cc(-c3ccc(C)cc3)[n+](-c3ccc(C(=O)[O-])cc3)c(-c3ccc(C)cc3)c2)cc1,40500.0,40500.0,40500.0,4.392544976785332,inactive
CHEMBL3197625,O=[N+]([O-])c1cccc(/C=N/c2cccc3ccccc23)c1O,41900.0,41900.0,41900.0,4.377785977033705,inactive
CHEMBL1534947,CCOC(=O)c1c(NC(=O)CCl)sc(C(=O)N(CC)CC)c1C,43600.0,43600.0,43600.0,4.360513510731414,inactive
CHEMBL563294,Oc1ccc(Nc2nc(-c3ccc(O)cc3)cs2)cc1,43800.0,43800.0,43800.0,4.3585258894959,inactive
CHEMBL1442702,CSc1nc(-c2ccccc2)nn1C(=O)c1ccc(Cl)cc1,44300.0,44300.0,44300.0,4.3535962737769305,inactive
CHEMBL1560640,COc1ccc(/C=C2/C(=O)N(c3cccc(F)c3)N=C2C)c(OC)c1,44600.0,44600.0,44600.0,4.350665141287858,inactive
CHEMBL1409588,CN(C)c1ccc(NC(=O)c2ccncc2)c2ccccc12,45400.0,45400.0,45400.0,4.342944147142896,inactive
CHEMBL1536137,CCOC(=O)c1c(NC(=O)COC(=O)c2ncc(Cl)c(Cl)c2Cl)sc(C(=O)N(C)C)c1C,45500.0,45500.0,45500.0,4.341988603342887,inactive
CHEMBL1566610,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](OC(=O)CC(=O)O[C@H]3[C@@H]4C(=C)C(=O)O[C@@H]4C[C@@H](C)[C@@H]4C=CC(=O)[C@]43C)[C@H]12,46000.0,46000.0,46000.0,4.337242168318426,inactive
CHEMBL1320517,Cc1ccc(S(=O)(=O)Oc2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)cc2)cc1,46200.0,46200.0,46200.0,4.335358024443875,inactive
