molecule_chembl_id,molecule_pref_name,max_phase,molecule_type,structure_type,metadata_canonical_smiles,standard_inchi_key,full_mwt,alogp,psa,hba,hbd,rtb,aromatic_rings,cx_logp
CHEMBL1462257,,,Small molecule,MOL,N#CCn1c(CCl)nc2ccccc2c1=O,TVWOMMUOMALGMM-UHFFFAOYSA-N,233.66,1.66,58.68,4.0,0.0,2.0,2.0,
CHEMBL1468954,,,Small molecule,MOL,NC1=C(Br)C(=O)c2ccccc2C1=O,YUZPBTZDKHZAQZ-UHFFFAOYSA-N,252.07,1.63,60.16,3.0,1.0,0.0,1.0,
CHEMBL1469091,,,Small molecule,MOL,CC1OC(Nc2cccc3ccccc23)C(O)C(O)C1O,RENWKKKXUKFSRO-UHFFFAOYSA-N,289.33,1.08,81.95,5.0,4.0,2.0,2.0,
CHEMBL1469117,,,Small molecule,MOL,COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OS(=O)(=O)c1ccc(C)cc1,KEURXGXXXHDSIW-UHFFFAOYSA-N,484.53,3.43,150.42,8.0,4.0,7.0,4.0,
CHEMBL1469208,,,Small molecule,MOL,CC1(C)CC2=Nc3nn(-c4ccccc4)c(O)c3C(c3ccc4c(c3)OCO4)C2=C(O)C1,MEOOCDYAVBRQEO-UHFFFAOYSA-N,429.48,5.16,89.10,7.0,2.0,2.0,3.0,
CHEMBL1480242,,,Small molecule,MOL,CCOCC(=O)NCc1ccc2c(c1)cc(C)n2C,CURVOFSFHVUVRP-UHFFFAOYSA-N,260.34,2.14,43.26,3.0,1.0,5.0,2.0,
CHEMBL1480243,,,Small molecule,MOL,COc1ccc(NC(=O)/C(C#N)=C/c2ncc([N+](=O)[O-])n2C)c(OC)c1,OCRAOIFRWAJVHZ-UXBLZVDNSA-N,357.33,1.89,132.31,8.0,1.0,6.0,2.0,
CHEMBL1480387,,,Small molecule,MOL,CCOC(=O)CNc1nnc(SCC(=O)OCC)nc1O,BRAJVULVVKFQAK-UHFFFAOYSA-N,316.34,0.21,123.53,10.0,2.0,8.0,1.0,
CHEMBL1485010,,,Small molecule,MOL,O=C(OCn1ncc(Br)c(Br)c1=O)c1ccc(F)cc1,FJCYBRSOBUDNOK-UHFFFAOYSA-N,406.01,2.72,61.19,5.0,0.0,3.0,2.0,
CHEMBL1485134,,,Small molecule,MOL,COC(=O)CN1C(=O)C2(C(C#N)=C(N)Oc3c2c(C)nn3-c2ccccc2)c2ccccc21,HXLJNAMOSGLKND-UHFFFAOYSA-N,441.45,2.07,123.47,8.0,1.0,3.0,3.0,
CHEMBL1485159,,,Small molecule,MOL,C[n+]1c2ccccc2nc2ccc(NCCO)cc21.[O-][Cl+3]([O-])([O-])[O-],KCNZELNVICFCHO-UHFFFAOYSA-N,353.76,1.62,49.03,3.0,2.0,3.0,3.0,
CHEMBL1488412,,,Small molecule,MOL,CC1=NN(c2ccccc2)C(=O)C1/C=C1\C(=O)NC(=O)N(c2ccc(C)c(C)c2)C1=O,OPGWHUKWAMGKGS-XDHOZWIPSA-N,416.44,2.85,99.15,5.0,1.0,3.0,2.0,
CHEMBL1501444,,,Small molecule,MOL,Cc1cc[n+](C2=C([N-]S(=O)(=O)c3cccs3)C(=O)c3ccccc3C2=O)cc1C,NXANSMQWMSOKQV-UHFFFAOYSA-N,424.50,3.66,86.26,5.0,0.0,4.0,3.0,
CHEMBL1501597,,,Small molecule,MOL,Oc1cc(-c2ccc(Br)cc2)[nH]n1,NIEUMLZXCZNYEF-UHFFFAOYSA-N,239.07,2.54,48.91,2.0,2.0,1.0,2.0,
CHEMBL1501680,,,Small molecule,MOL,O=C(CCl)Nc1cn(-c2ccccc2)nc1-c1ccc(F)cc1,WNTQWVSLHGBDEF-UHFFFAOYSA-N,329.76,3.86,46.92,3.0,1.0,4.0,3.0,
CHEMBL1501755,,,Small molecule,MOL,COc1ccccc1-c1cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)NCc2ccc(F)cc2)n1,KGOXTNWYFSRSPQ-UHFFFAOYSA-N,511.50,4.18,98.25,6.0,1.0,9.0,3.0,
CHEMBL1501843,,,Small molecule,MOL,O=C(CCl)Oc1ccc2occ(C(=O)c3cccs3)c2c1,RKKDEYVFZYRWJR-UHFFFAOYSA-N,320.75,3.87,56.51,5.0,0.0,4.0,3.0,
CHEMBL1508375,,,Small molecule,MOL,O=C(CCCN1C(=O)/C(=C\c2ccccc2)SC1=S)Nc1ccc(O)cc1,ICDCQPCOQOOGEQ-GHRIWEEISA-N,398.51,4.01,69.64,5.0,2.0,6.0,2.0,
CHEMBL1508402,,,Small molecule,MOL,O=C(CCl)Nc1cccc(CP(=O)(c2ccccc2)c2ccccc2)c1,HVEVFOOEBJVQQV-UHFFFAOYSA-N,383.82,4.38,46.17,2.0,1.0,6.0,3.0,
CHEMBL1508459,,,Small molecule,MOL,COc1cc(Cc2nccc3cc(OC)c(OC)cc23)c(S(=O)(=O)O)cc1OC,JNZBTPZSMODXSL-UHFFFAOYSA-N,419.46,3.11,104.18,7.0,1.0,7.0,3.0,
CHEMBL1508839,,,Small molecule,MOL,COC(=O)c1cccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)c1,XHCYOXYTVCQWBK-UHFFFAOYSA-N,408.41,3.39,137.26,7.0,4.0,5.0,4.0,
CHEMBL1519642,,,Small molecule,MOL,COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OC(C)C,MTABBSRROMMLCA-UHFFFAOYSA-N,372.43,3.14,116.28,6.0,4.0,6.0,3.0,
CHEMBL1531428,,,Small molecule,MOL,CC(C)CCn1c(Sc2nc3ccccc3o2)nc2c1c(=O)[nH]c(=O)n2C,FNGLLPPNVFOTGL-UHFFFAOYSA-N,385.45,2.76,98.71,8.0,1.0,5.0,4.0,
CHEMBL1531656,,,Small molecule,MOL,O=C(O)c1cc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])ccc1O,HPIVJUMOUVQKMR-UHFFFAOYSA-N,350.67,2.93,151.62,8.0,3.0,4.0,3.0,
CHEMBL1540463,,,Small molecule,MOL,CN1C(=O)C(=C2CC(c3ccccc3)N(C(=O)CCl)N2)C(=O)N(C)C1=O,KUKDZUSFBRUIRU-UHFFFAOYSA-N,376.80,1.01,90.03,5.0,1.0,2.0,1.0,
CHEMBL1540603,,,Small molecule,MOL,COC(=O)C(C#N)C(c1cccnc1)c1c(C)n[nH]c1O,GNECYJJIQOMFRE-UHFFFAOYSA-N,286.29,1.26,111.89,6.0,2.0,4.0,2.0,
CHEMBL1540682,,,Small molecule,MOL,COC(=O)C1CN(C#N)N(c2ccc(Cl)cc2)C12c1ccccc1-c1ccccc12,FYASEYBMRPOWCR-UHFFFAOYSA-N,415.88,4.57,56.57,5.0,0.0,2.0,3.0,
CHEMBL1547454,,,Small molecule,MOL,CC1=NN(c2ccc(S(=O)(=O)O)cc2C)C(=O)C1,AJPUJTAMBSRTEG-UHFFFAOYSA-N,268.29,1.35,87.04,4.0,1.0,2.0,1.0,
CHEMBL1547684,,,Small molecule,MOL,Cl.Nc1ccc(N)c(C(=O)O)c1,IZOBPTKDAFYIDJ-UHFFFAOYSA-N,188.61,0.55,89.34,3.0,3.0,1.0,1.0,
CHEMBL1558809,,,Small molecule,MOL,Cc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC(=O)c4cccs4)cc3)C2=O)cc1,DONUNJOIFXVPPU-AQTBWJFISA-N,432.46,3.94,92.78,6.0,1.0,4.0,3.0,
CHEMBL1570637,,,Small molecule,MOL,O=C1C(=O)c2ccccc2C(O)=C1CCCCl,RQPXGDFPIUGKOK-UHFFFAOYSA-N,250.68,2.74,54.37,3.0,1.0,3.0,1.0,
CHEMBL1570673,,,Small molecule,MOL,COc1ccc(OC)c(C2C(C#N)=C(N)Oc3c2c(C)nn3-c2cccc(Cl)c2)c1,OQYPRBIVSHOBHM-UHFFFAOYSA-N,422.87,4.07,95.32,7.0,1.0,4.0,3.0,
CHEMBL1579455,,,Small molecule,MOL,O=C1CS/C(=C\[N+](=O)[O-])N1c1ccc(OC(F)(F)F)cc1,WNKXFHNFLLQNDF-YHYXMXQVSA-N,320.25,2.74,72.68,5.0,0.0,3.0,1.0,
CHEMBL1579471,,,Small molecule,MOL,Cc1n[nH]c2c1C(c1ccc(-c3ccc(Cl)cc3)o1)C(C#N)=C(N)O2,POCUTTXWTZHJQP-UHFFFAOYSA-N,352.78,3.85,100.86,5.0,2.0,2.0,3.0,
CHEMBL1586263,,,Small molecule,MOL,O=C(CCl)Nc1cc(-c2ccccc2)nn1-c1ccccc1,GJSOCNYKVHSXCX-UHFFFAOYSA-N,311.77,3.72,46.92,3.0,1.0,4.0,3.0,
CHEMBL1586425,,,Small molecule,MOL,CNC(=O)c1nnsc1S(=O)(=O)c1ccc(Cl)cc1,ZYGDLTRTPNBGLN-UHFFFAOYSA-N,317.78,1.38,89.02,6.0,1.0,3.0,2.0,
CHEMBL1586439,,,Small molecule,MOL,O=C1c2cc([N+](=O)[O-])ccc2-c2ncccc21,UHKGMCVBCVDFKM-UHFFFAOYSA-N,226.19,2.20,73.10,4.0,0.0,1.0,2.0,
CHEMBL1586445,,,Small molecule,MOL,CC1=NN(c2ccccc2)C(=O)/C1=C\c1cn(C)c2ccccc12,LDXSNVKQYCIAAK-PDGQHHTCSA-N,315.38,3.98,37.60,3.0,0.0,2.0,3.0,
CHEMBL1586481,,,Small molecule,MOL,Cc1ccc(-c2[nH]nc3c2C(c2cccnc2)C(C#N)=C(N)O3)cc1,ICMIMIGHQAPJSK-UHFFFAOYSA-N,329.36,3.00,100.61,5.0,2.0,2.0,3.0,
CHEMBL1597358,,,Small molecule,MOL,COc1ccc(-c2cc(O)[nH]n2)cc1OC,NDXXXTKECLNKSE-UHFFFAOYSA-N,220.23,1.80,67.37,4.0,2.0,3.0,2.0,
CHEMBL1597440,,,Small molecule,MOL,COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1Cn1nnc2ccccc21,JFIGYRMIWCLVIK-UHFFFAOYSA-N,413.44,2.74,127.66,8.0,2.0,4.0,4.0,
CHEMBL1602314,,,Small molecule,MOL,CCOC(=O)c1c(NC(=O)CCl)sc(CN(C)C)c1-c1ccccc1.Cl,NKXUXLPFORKRCU-UHFFFAOYSA-N,417.36,3.83,58.64,5.0,1.0,7.0,2.0,
CHEMBL1608276,,,Small molecule,MOL,COc1ccccc1-c1cnnc(S)n1,APSKKVOUINJWGP-UHFFFAOYSA-N,219.27,1.84,47.90,5.0,1.0,2.0,2.0,
CHEMBL1609009,,,Small molecule,MOL,Cc1ccc(N(CCC#N)C(=O)CCl)cc1C,QJDWWNYLGUJMCH-UHFFFAOYSA-N,250.73,2.79,44.10,2.0,0.0,4.0,1.0,
CHEMBL1730123,,,Small molecule,MOL,O=C(Nc1ccccc1)Nc1ccc(O)c2ccccc12,XRFJYELKSPKALL-UHFFFAOYSA-N,278.31,4.19,61.36,2.0,3.0,2.0,3.0,
CHEMBL1794101,,,Small molecule,MOL,CC1Nc2ncnc(N3CCc4ccccc4C3)c2N(Cc2ccc(Cl)cc2)C1=O.O=C(O)C(F)(F)F,PSLWDOPFYIWODQ-UHFFFAOYSA-N,533.94,4.04,61.36,5.0,1.0,3.0,3.0,
CHEMBL1928483,,,Small molecule,MOL,Oc1ccc(/C=N/Nc2ccc(C(F)(F)F)cn2)c(O)c1,VNYLJYFMZAOGDD-NGYBGAFCSA-N,297.24,2.96,77.74,5.0,3.0,3.0,2.0,
CHEMBL1978279,,,Small molecule,MOL,COc1ccc(/N=C/C2=C(O)c3ccccc3CC2)cc1,NUPHIEHCJSMMIF-XDHOZWIPSA-N,279.34,4.31,41.82,3.0,1.0,3.0,2.0,
CHEMBL1978549,,,Small molecule,MOL,C/C(CC(=O)Nc1cc(C)ccn1)=N\NC(=O)c1cccc(F)c1,RZPUFJMVSQQRQV-CIAFOILYSA-N,328.35,2.66,83.45,4.0,2.0,5.0,2.0,
CHEMBL1978855,,,Small molecule,MOL,Cc1ccc(C)c(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1,MTXDMJWGLOZJGH-XMHGGMMESA-N,347.75,4.15,81.26,6.0,1.0,3.0,2.0,
CHEMBL1981667,,,Small molecule,MOL,Cc1[nH]c2ccccc2c1/C=N/Nc1nc2ccccc2[nH]1,WMGYROGJPCUNSD-VCHYOVAHSA-N,289.34,3.80,68.86,3.0,3.0,3.0,4.0,
CHEMBL2369166,,,Small molecule,MOL,COc1ccc(N/N=C(\C#N)C(=N)SCc2ccccc2)cc1,AHNCEMPSZPZZTF-RWGRRXIQSA-N,324.41,3.90,81.26,6.0,2.0,6.0,2.0,
CHEMBL3145191,,,Small molecule,MOL,Cc1ccc(Sc2c(C)[nH]n(C(C)(C)C)c2=O)cc1,QJWDVKYZSLDZEF-UHFFFAOYSA-N,276.40,3.70,37.79,3.0,1.0,2.0,2.0,
CHEMBL3189264,,,Small molecule,MOL,Oc1ccc(/C(Cc2ccc3ccccc3n2)=N\Nc2ccccc2)c(O)c1,DXRYKMNCIXCBDS-ROMGYVFFSA-N,369.42,4.70,77.74,5.0,3.0,5.0,4.0,
CHEMBL3189457,,,Small molecule,MOL,C/C(CC(=O)Nc1ccccn1)=N\NC(=O)c1cccc(C)c1,XXYZEPSZDPQQPQ-DEDYPNTBSA-N,310.36,2.52,83.45,4.0,2.0,5.0,2.0,
CHEMBL3190117,,,Small molecule,MOL,CCO/C(O)=C1/C(C)=NC2(O)c3ccccc3C(=O)C12O,GLNOEBMIGPQJNN-QBFSEMIESA-N,289.29,1.04,99.35,6.0,3.0,2.0,1.0,
CHEMBL3196407,,,Small molecule,MOL,Cn1c(/N=C/c2c(O)ccc3ccccc23)nc2ccccc21,RVIQFZNHDLEALN-UDWIEESQSA-N,301.35,4.18,50.41,4.0,1.0,2.0,4.0,
CHEMBL166209,,,Small molecule,MOL,O=C(O)c1ccc2c3c(ncnc13)-c1ccccc1C2=O,NARZOZMHJMTCGC-UHFFFAOYSA-N,276.25,2.54,80.15,4.0,1.0,1.0,3.0,
CHEMBL586135,,,Small molecule,MOL,Cc1ccc(Nc2cc(C)nn2-c2nc(C)cc(O)n2)cc1,XIJOBJBWOPBBNG-UHFFFAOYSA-N,295.35,3.04,75.86,6.0,2.0,3.0,3.0,
CHEMBL580340,,,Small molecule,MOL,Cc1cccc(Nc2nc(NCc3ccco3)c3ccccc3n2)c1.Cl,NRPLBPOGGORNDR-UHFFFAOYSA-N,366.85,4.89,62.98,5.0,2.0,5.0,4.0,
CHEMBL578905,,,Small molecule,MOL,O=C1C(Nc2ccccc2)=C(N2CCCCC2)C(=O)c2ccccc21,ZTVZJPLQFQZWPX-UHFFFAOYSA-N,332.40,3.88,49.41,4.0,1.0,3.0,2.0,
CHEMBL578502,,,Small molecule,MOL,CC(=O)N(C)C1=C(N2CCOCC2)C(=O)c2ccccc2C1=O,XLQDLTNRQJXBOY-UHFFFAOYSA-N,314.34,1.09,66.92,5.0,0.0,2.0,1.0,
CHEMBL600175,,,Small molecule,MOL,O=C(O)c1cccc(NC2=C(n3nnc4ccccc43)C(=O)c3ccccc3C2=O)c1,SEXWJBVPCJURDW-UHFFFAOYSA-N,410.39,3.49,114.18,7.0,2.0,4.0,4.0,
CHEMBL1200848,HYDROXYPROGESTERONE CAPROATE,4.0,Small molecule,MOL,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DOMWKUIIPQCAJU-LJHIYBGHSA-N,428.61,5.97,60.44,4.0,0.0,6.0,0.0,
CHEMBL1304066,,,Small molecule,MOL,CC1=NN(Cc2ccccc2)C(=O)C1,MEDQPHZEAUFCTK-UHFFFAOYSA-N,188.23,1.79,32.67,2.0,0.0,2.0,1.0,
CHEMBL1311185,,,Small molecule,MOL,O=C(Nc1ccccc1)C1=C(c2ccccc2)S(=O)(=O)CCS1(=O)=O,NZRLBYAVNUTULU-UHFFFAOYSA-N,377.44,1.84,97.38,5.0,1.0,3.0,2.0,
CHEMBL1311688,,,Small molecule,MOL,CC(C)(C)Nc1nc(Cl)nc(N(C#N)CN2C(=O)c3ccccc3S2(=O)=O)n1,VJONFZRWQYFNPL-UHFFFAOYSA-N,421.87,1.83,132.18,9.0,1.0,4.0,2.0,
CHEMBL1322313,,,Small molecule,MOL,CC(=O)Nc1cccc(OC(=O)COc2ccc(Br)cc2)c1,GTYBXIQRUMPZRN-UHFFFAOYSA-N,364.20,3.39,64.63,4.0,1.0,5.0,2.0,
CHEMBL1322557,,,Small molecule,MOL,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cc2ccccc2[nH]1,ZEVODMSURGSTIP-SFQUDFHCSA-N,301.35,3.97,48.46,2.0,1.0,2.0,3.0,
CHEMBL1322618,,,Small molecule,MOL,O=C(NC1CCCC1)C(c1ccc(F)cc1)N(Cc1ccc(F)cc1)C(=O)CCl,DLRZGSIKPNPVKI-UHFFFAOYSA-N,420.89,4.33,49.41,2.0,1.0,7.0,2.0,
CHEMBL1327390,,,Small molecule,MOL,CCOc1ccc(/C=C2\SC(=S)N(CCC(=O)Nc3ccccc3C(=O)O)C2=O)cc1,FQGAOUZLMHHXJR-AQTBWJFISA-N,456.55,4.01,95.94,6.0,2.0,8.0,2.0,
CHEMBL1330597,,,Small molecule,MOL,O=C1C([O-])=C([n+]2ccccc2)C(=O)c2ccccc21,GVGUDCCBZUEPTO-UHFFFAOYSA-N,251.24,0.58,61.08,3.0,0.0,1.0,2.0,
CHEMBL1333637,,,Small molecule,MOL,Cc1nn(C(=O)c2cccnc2)c(C)c1Sc1ccc(Br)cc1,BQOVVEJDXLCQPF-UHFFFAOYSA-N,388.29,4.50,47.78,5.0,0.0,3.0,3.0,
CHEMBL1334860,DILOXANIDE FUROATE,-1.0,Small molecule,MOL,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,BDYYDXJSHYEDGB-UHFFFAOYSA-N,328.15,3.27,59.75,4.0,0.0,4.0,2.0,
CHEMBL1334903,,,Small molecule,MOL,Cc1c(C#N)c(NC(=O)CCl)n(Cc2ccccc2)c1C,USHZIIAOSVZCEC-UHFFFAOYSA-N,301.78,3.20,57.82,3.0,1.0,4.0,2.0,
CHEMBL1344292,,,Small molecule,MOL,CN(C1=C(NC(=O)c2ccc(Cl)cc2)C(=O)c2ccccc2C1=O)c1ccccc1,MQJYHVVZGORUOI-UHFFFAOYSA-N,416.86,4.50,66.48,4.0,1.0,4.0,3.0,
CHEMBL1344426,,,Small molecule,MOL,N#CCCN(C(=O)CCl)c1cccc(Cl)c1,QOVLCWIMQANPGW-UHFFFAOYSA-N,257.12,2.83,44.10,2.0,0.0,4.0,1.0,
CHEMBL1351136,,,Small molecule,MOL,Cc1n[nH]c2c1C(c1ccco1)C(C#N)=C(N)O2,UHARQVNAUNOBNF-UHFFFAOYSA-N,242.24,1.53,100.86,5.0,2.0,1.0,2.0,
CHEMBL1351159,,,Small molecule,MOL,O=C(CCl)Nc1c2c(nn1-c1ccccc1)CSC2,IWDRPROVRNBDOE-UHFFFAOYSA-N,293.78,2.80,46.92,4.0,1.0,3.0,2.0,
CHEMBL1351412,,,Small molecule,MOL,N#Cc1c(C#N)c(O)c2ccccc2c1O,JJBQXTABLSZHGC-UHFFFAOYSA-N,210.19,1.99,88.04,4.0,2.0,0.0,2.0,
CHEMBL1351490,,,Small molecule,MOL,Cc1nc2ccc3ccccc3c2o1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,QVERTCOMXVYJTC-UHFFFAOYSA-N,412.31,3.29,26.03,2.0,0.0,0.0,3.0,
CHEMBL1351542,,,Small molecule,MOL,CN1CCN(C(c2ccc(C(F)(F)F)cc2)c2cc(Cl)c3cccnc3c2O)CC1,MGSCFBGRMIORPJ-UHFFFAOYSA-N,435.88,4.95,39.60,4.0,1.0,3.0,3.0,
CHEMBL1373577,,,Small molecule,MOL,Cc1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,ICGLGYCHUQDWMB-UHFFFAOYSA-N,263.30,3.21,46.17,3.0,1.0,2.0,2.0,
CHEMBL1374108,,,Small molecule,MOL,COC(=O)[C@@]1(Cc2ccccc2)[C@@H]2C(=CC(=O)[C@H]2CC(=O)C(=O)N(C)C)CN1C(=O)c1ccccc1,NOFMWORTXYSFEE-ATEJDMMGSA-N,488.54,2.09,101.06,6.0,0.0,7.0,2.0,
CHEMBL1374701,,,Small molecule,MOL,CC1=NN(c2cccc([N+](=O)[O-])c2)C(=O)C1,BNILDNQGLCOHLV-UHFFFAOYSA-N,219.20,1.71,75.81,4.0,0.0,2.0,1.0,
CHEMBL1383937,,,Small molecule,MOL,COC(=O)CN1C(c2ccc(Cl)cc2)=Nc2ccc(Cl)cc2C1c1ccccc1,PPFSIISDLIQSBY-UHFFFAOYSA-N,425.32,5.65,41.90,4.0,0.0,4.0,3.0,
CHEMBL1383986,,,Small molecule,MOL,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OS(=O)(=O)c1ccc(C)cc1,QCDJENTUMCYGBV-UHFFFAOYSA-N,498.56,3.82,150.42,8.0,4.0,8.0,4.0,
CHEMBL1384089,,,Small molecule,MOL,CCCCc1ccc(NC(=O)CSCc2cc(O)[nH]n2)cc1,SNJFYWSESAJACX-UHFFFAOYSA-N,319.43,3.33,78.01,4.0,3.0,8.0,2.0,
CHEMBL1384253,,,Small molecule,MOL,CCOC(=O)c1c(C)[nH]c2c1-c1ccccc1C(=O)C2=O,OIWQLSMNVRMWRN-UHFFFAOYSA-N,283.28,2.55,76.23,4.0,1.0,2.0,2.0,
CHEMBL1391118,,,Small molecule,MOL,CCCc1n[nH]c(O)c1C(c1ccc(Br)cc1)C(C#N)C#N,KYSCHESGFLCCBN-UHFFFAOYSA-N,359.23,3.63,96.49,4.0,2.0,5.0,2.0,
CHEMBL1391217,,,Small molecule,MOL,CCCCNC1C(CC)C(CCC)C(C#N)(C#N)C1(C#N)C#N,GVWUVVGKPXKBNC-UHFFFAOYSA-N,311.43,3.27,107.19,5.0,1.0,7.0,0.0,
CHEMBL1391390,,,Small molecule,MOL,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccco2)cc1,NNXJNBYACNXCRW-UHFFFAOYSA-N,332.36,3.30,90.00,6.0,1.0,2.0,3.0,
CHEMBL1396209,,,Small molecule,MOL,Cc1ccc(C[n+]2c(-c3ccc(C)cc3)cc(-c3ccc(C)cc3)cc2-c2ccc(C)cc2)cc1.[O-][Cl+3]([O-])([O-])[O-],YXQAVYUNCRWPBM-UHFFFAOYSA-M,554.09,8.26,3.88,0.0,0.0,5.0,5.0,
CHEMBL1406895,,,Small molecule,MOL,COC(=O)C1=NN(C(=O)c2cccc(Br)c2)C(O)(c2ccc(Cl)cc2)C1,SQBIDZGSWLVWJR-UHFFFAOYSA-N,437.68,3.32,79.20,5.0,1.0,3.0,2.0,
CHEMBL1407128,,,Small molecule,MOL,Cc1ccccc1N(Cc1cc(O)nc2ccccc12)C(=O)CCl,YCMKUUSZXJGCLL-UHFFFAOYSA-N,340.81,4.02,53.43,3.0,1.0,4.0,3.0,
CHEMBL1412448,,,Small molecule,MOL,COc1cccc(NC(=O)CSc2c3c(nc4ccccc24)CCCC3)c1,UCVPPJCRLDJQCU-UHFFFAOYSA-N,378.50,4.85,51.22,4.0,1.0,5.0,3.0,
CHEMBL1413374,,,Small molecule,MOL,Cc1nccn1-c1c([N+](=O)[O-])c(=O)n(C)c2ccccc12,YPSGXYSSHQXIET-UHFFFAOYSA-N,284.28,1.94,82.96,6.0,0.0,2.0,3.0,
CHEMBL1414479,,,Small molecule,MOL,O=C(O)c1ccccc1Nc1cc(Cl)c2nonc2c1[N+](=O)[O-],PFGCIXIPNOXYNS-UHFFFAOYSA-N,334.68,3.23,131.39,7.0,2.0,4.0,3.0,
CHEMBL1423410,,,Small molecule,MOL,Cc1nn(Cc2ccccc2)c2c1C(c1ccncc1)C(C#N)=C(N)O2,KZHUCPAYQDPBSZ-UHFFFAOYSA-N,343.39,2.85,89.75,6.0,1.0,3.0,3.0,
CHEMBL1423501,,,Small molecule,MOL,O=C(CCl)N(C/C=C/c1ccccc1)c1ccc2c(c1)OCCO2,WCNGHJWXHCWDNG-QPJJXVBHSA-N,343.81,3.74,38.77,3.0,0.0,5.0,2.0,
CHEMBL1423623,,,Small molecule,MOL,C#CCOc1ccc(Br)cc1C(c1c(C)n[nH]c1O)c1c(C)n[nH]c1O,SCLDPKUDOMETDO-UHFFFAOYSA-N,417.26,3.12,107.05,5.0,4.0,5.0,3.0,
CHEMBL1430449,,,Small molecule,MOL,CCN(C(=O)c1ccc2c(Cl)c3c(nc2c1)CCC3)c1ccc(C)c(C)c1,VWAKBHHOLIWNLY-UHFFFAOYSA-N,378.90,5.66,33.20,2.0,0.0,3.0,3.0,
CHEMBL1430450,,,Small molecule,MOL,O=C1CC(c2ccccc2)=NN1c1ccc([N+](=O)[O-])cc1,HLGVWDSKISYREV-UHFFFAOYSA-N,281.27,2.74,75.81,4.0,0.0,3.0,2.0,
CHEMBL1430473,,,Small molecule,MOL,O=C(O)C1Nc2c(O)cc(Cl)c([N+](=O)[O-])c2C2C=CCC12,WGUAPOVFDKLQGB-UHFFFAOYSA-N,310.69,2.49,112.70,5.0,3.0,2.0,1.0,
CHEMBL1430882,,,Small molecule,MOL,O=[N+]([O-])c1cc([N+](=O)[O-])c2c(Nc3ccccc3)n(-c3ccccc3)[n+]([O-])c2c1,PFRGBIMYBUYCDL-UHFFFAOYSA-N,391.34,3.82,130.18,7.0,1.0,5.0,4.0,
CHEMBL1437741,,,Small molecule,MOL,Cn1cnc([N+](=O)[O-])c1Sc1nnc(-c2cccnc2)n1C,RNYWSASYWOAECU-UHFFFAOYSA-N,317.33,1.67,104.56,9.0,0.0,4.0,3.0,
CHEMBL1441329,,,Small molecule,MOL,Cc1ccc(S[C@@H](CCN2CC[C@H](C)CCC2=O)c2ccccc2)cc1,VROJWMAZCIQDLO-KNQAVFIVSA-N,367.56,5.87,20.31,2.0,0.0,6.0,2.0,
CHEMBL1441508,,,Small molecule,MOL,Clc1ccc(C2=C3CCCCn4c(-c5ccccc5)c[n+](c43)C2)cc1.[Br-],YGGQQQRTWSXTDA-UHFFFAOYSA-M,427.77,5.20,8.81,1.0,0.0,2.0,3.0,
CHEMBL1449204,,,Small molecule,MOL,CCOC(=O)CS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,OKXFPZQLPGPFOM-UHFFFAOYSA-N,374.34,2.50,86.22,6.0,0.0,5.0,2.0,
CHEMBL1452136,,,Small molecule,MOL,CC(=O)N(C1CC(C)C(C#N)(C#N)C1(C#N)C#N)N(C)C,OUPUBHDCUACHAN-UHFFFAOYSA-N,284.32,0.79,118.71,6.0,0.0,2.0,0.0,
CHEMBL1453212,,,Small molecule,MOL,CCOC(=O)C1=C(c2ccccc2)O/C(=C(/C#N)C(F)(F)F)S1,XYSDWCDTJKHDGV-GXDHUFHOSA-N,341.31,3.98,59.32,5.0,0.0,3.0,1.0,
CHEMBL1453311,,,Small molecule,MOL,Cc1cc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)c(C)s1,KBTLBGSIJNVSAF-UHFFFAOYSA-N,286.36,2.61,87.72,5.0,2.0,1.0,2.0,
CHEMBL1453368,,,Small molecule,MOL,Cc1cc(C)nc(N2N=C(C(C)(C)C)CC2=O)n1,JBZKCAYYLBCCCC-UHFFFAOYSA-N,246.31,2.23,58.45,4.0,0.0,1.0,1.0,
