activity_id,assay_chembl_id,assay_description,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,standard_value_nM,pEC50,activity_label,normalized_smiles
6720452,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)C1=C(c2ccccc2)N=C(N)NC1c1ccc(OCc2ccc(C(=O)OC)cc2)cc1,CHEMBL1201862,CHEMBL1393283,4.93,=,=,EC50,nM,11800.0,CHEMBL1741171,EC50,uM,11.8,11800.0,4.928117992693875,weak_or_moderate,CCOC(=O)C1=C(c2ccccc2)N=C(N)NC1c1ccc(OCc2ccc(C(=O)OC)cc2)cc1
6720453,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(S(=O)(=O)N(C)c2ccc(OC(=O)CSCc3c(C)noc3C)cc2)cc1C,CHEMBL1201862,CHEMBL1512368,4.14,=,=,EC50,nM,71700.0,CHEMBL1741171,EC50,uM,71.7,71700.0,4.1444808443322,weak_or_moderate,Cc1ccc(S(=O)(=O)N(C)c2ccc(OC(=O)CSCc3c(C)noc3C)cc2)cc1C
6720455,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCn1nc(C)c(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)c1C,CHEMBL1201862,CHEMBL1794278,4.9,=,=,EC50,nM,12500.0,CHEMBL1741171,EC50,uM,12.5,12500.0,4.903089986991944,weak_or_moderate,CCn1nc(C)c(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)c1C
6720456,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)c1c(C)oc2ccc(N(C(=O)c3ccncc3)S(=O)(=O)c3ccc4ccccc4c3)cc12,CHEMBL1201862,CHEMBL1471779,5.39,=,=,EC50,nM,4080.0,CHEMBL1741171,EC50,uM,4.08,4080.0,5.38933983691012,weak_or_moderate,COC(=O)c1c(C)oc2ccc(N(C(=O)c3ccncc3)S(=O)(=O)c3ccc4ccccc4c3)cc12
6720457,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,CHEMBL1201862,CHEMBL88326,4.41,=,=,EC50,nM,39000.0,CHEMBL1741171,EC50,uM,39.0,39000.0,4.4089353929735005,weak_or_moderate,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O
6720458,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(NCc1cccnc1)/C(=C\c1ccc(-c2ccc(Br)cc2)o1)S(=O)(=O)c1ccccc1,CHEMBL1201862,CHEMBL1323536,4.7,=,=,EC50,nM,20200.0,CHEMBL1741171,EC50,uM,20.2,20200.0,4.694648630553377,weak_or_moderate,O=C(NCc1cccnc1)/C(=C\c1ccc(-c2ccc(Br)cc2)o1)S(=O)(=O)c1ccccc1
6720459,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cc(/C=C2/SC(=S)NC2=O)ccc1OS(=O)(=O)c1ccc(C)cc1,CHEMBL1201862,CHEMBL1471907,4.92,=,=,EC50,nM,11900.0,CHEMBL1741171,EC50,uM,11.9,11900.0,4.924453038607469,weak_or_moderate,COc1cc(/C=C2/SC(=S)NC2=O)ccc1OS(=O)(=O)c1ccc(C)cc1
6720462,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3ccc(F)cc3)n2)c1,CHEMBL1201862,CHEMBL1375884,5.66,=,=,EC50,nM,2190.0,CHEMBL1741171,EC50,uM,2.19,2190.0,5.6595558851598815,weak_or_moderate,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3ccc(F)cc3)n2)c1
6720463,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCc1nc(SCC(=O)N2CCc3ccccc3C2)c2ccccc2n1,CHEMBL1201862,CHEMBL1345722,4.84,=,=,EC50,nM,14600.0,CHEMBL1741171,EC50,uM,14.6,14600.0,4.835647144215563,weak_or_moderate,CCCc1nc(SCC(=O)N2CCc3ccccc3C2)c2ccccc2n1
6720464,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N(Cc1ccccc1)[C@H]2c1ccc(F)c(Br)c1,CHEMBL1201862,CHEMBL1393351,4.64,=,=,EC50,nM,23000.0,CHEMBL1741171,EC50,uM,23.0,23000.0,4.638272163982407,weak_or_moderate,C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N(Cc1ccccc1)[C@H]2c1ccc(F)c(Br)c1
6720465,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COCc1n[nH]c2c1C(c1ccc(OC)c(OC)c1)C(C#N)=C(N)O2,CHEMBL1201862,CHEMBL1335964,5.2,=,=,EC50,nM,6250.0,CHEMBL1741171,EC50,uM,6.25,6250.0,5.204119982655925,weak_or_moderate,COCc1n[nH]c2c1C(c1ccc(OC)c(OC)c1)C(C#N)=C(N)O2
6720466,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccccc1CS(=O)(=O)c1nnc([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)o1,CHEMBL1201862,CHEMBL1449794,5.07,=,=,EC50,nM,8540.0,CHEMBL1741171,EC50,uM,8.54,8540.0,5.068542129310995,weak_or_moderate,Cc1ccccc1CS(=O)(=O)c1nnc([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)o1
6720467,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Clc1ncnc2scc(C3COc4ccccc4O3)c12,CHEMBL1201862,CHEMBL1368609,5.4,=,=,EC50,nM,3970.0,CHEMBL1741171,EC50,uM,3.97,3970.0,5.401209493236885,weak_or_moderate,Clc1ncnc2scc(C3COc4ccccc4O3)c12
6720468,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Oc1cc(-c2ccc(C3CCCCC3)cc2)[nH]n1,CHEMBL1201862,CHEMBL1313412,6.0,=,=,EC50,nM,1010.0,CHEMBL1741171,EC50,uM,1.01,1010.0,5.995678626217357,weak_or_moderate,Oc1cc(-c2ccc(C3CCCCC3)cc2)[nH]n1
6720469,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CN1c2ccccc2C(C)(C)C12C=Nc1c(cc(N3CCOCC3)c3ccccc13)O2,CHEMBL1201862,CHEMBL1492541,4.3,=,=,EC50,nM,50500.0,CHEMBL1741171,EC50,uM,50.5,50500.0,4.296708621881339,weak_or_moderate,CN1c2ccccc2C(C)(C)C12C=Nc1c(cc(N3CCOCC3)c3ccccc13)O2
6720470,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Oc1nc(Nc2ccccc2)cc2ccccc12,CHEMBL1201862,CHEMBL1402456,5.72,=,=,EC50,nM,1900.0,CHEMBL1741171,EC50,uM,1.9,1900.0,5.721246399047171,weak_or_moderate,Oc1nc(Nc2ccccc2)cc2ccccc12
6720471,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=[N+]([O-])c1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)nc1,CHEMBL1201862,CHEMBL1437683,4.85,=,=,EC50,nM,14200.0,CHEMBL1741171,EC50,uM,14.2,14200.0,4.847711655616943,weak_or_moderate,O=[N+]([O-])c1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)nc1
6720472,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",N#CC(C#N)=NNc1ccc(S(=O)(=O)N2CCCC2)cc1,CHEMBL1201862,CHEMBL1313352,4.62,=,=,EC50,nM,23900.0,CHEMBL1741171,EC50,uM,23.9,23900.0,4.621602099051862,weak_or_moderate,N#CC(C#N)=NNc1ccc(S(=O)(=O)N2CCCC2)cc1
6720473,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)N/N=C\c1ccc(OC(=O)c2ccco2)cc1,CHEMBL1201862,CHEMBL3208288,4.78,=,=,EC50,nM,16700.0,CHEMBL1741171,EC50,uM,16.7,16700.0,4.777283528852417,weak_or_moderate,COC(=O)N/N=C\c1ccc(OC(=O)c2ccco2)cc1
6720474,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1n[nH]c(O)c1C(c1cc2c(cc1Br)OCO2)c1c(C)n[nH]c1O,CHEMBL1201862,CHEMBL1521024,6.45,=,=,EC50,nM,352.0,CHEMBL1741171,EC50,uM,0.352,352.0,6.453457336521868,potent,Cc1n[nH]c(O)c1C(c1cc2c(cc1Br)OCO2)c1c(C)n[nH]c1O
6720475,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Br.COc1ccc(-c2csc(CCN3N=C(C)CC3=O)n2)cc1,CHEMBL1201862,CHEMBL1313555,5.81,=,=,EC50,nM,1540.0,CHEMBL1741171,EC50,uM,1.54,1540.0,5.8124792791635365,weak_or_moderate,Br.COc1ccc(-c2csc(CCN3N=C(C)CC3=O)n2)cc1
6720476,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(CC(=O)O/N=C(\N)Cc2cccc3ccccc23)cc1OC,CHEMBL1201862,CHEMBL1735634,4.74,=,=,EC50,nM,18200.0,CHEMBL1741171,EC50,uM,18.2,18200.0,4.739928612014925,weak_or_moderate,COc1ccc(CC(=O)O/N=C(\N)Cc2cccc3ccccc23)cc1OC
6720477,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCc1n[nH]c(O)c1C(c1ccccc1)C(C#N)C#N,CHEMBL1201862,CHEMBL1408271,5.38,=,=,EC50,nM,4190.0,CHEMBL1741171,EC50,uM,4.19,4190.0,5.377785977033705,weak_or_moderate,CCCc1n[nH]c(O)c1C(c1ccccc1)C(C#N)C#N
6720478,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(C)(C)n1nnnc1C(c1cccs1)N(Cc1cccnc1)Cc1ccccc1Cl,CHEMBL1201862,CHEMBL1432870,4.23,=,=,EC50,nM,59000.0,CHEMBL1741171,EC50,uM,59.0,59000.0,4.229147988357856,weak_or_moderate,CC(C)(C)n1nnnc1C(c1cccs1)N(Cc1cccnc1)Cc1ccccc1Cl
6720479,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,CHEMBL1201862,CHEMBL1550490,5.49,=,=,EC50,nM,3240.0,CHEMBL1741171,EC50,uM,3.24,3240.0,5.489454989793388,weak_or_moderate,CCOC(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1
6720480,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccc(C(F)(F)F)cc1,CHEMBL1201862,CHEMBL1447341,6.51,=,=,EC50,nM,308.0,CHEMBL1741171,EC50,uM,0.308,308.0,6.511449283499555,potent,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccc(C(F)(F)F)cc1
6720481,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,CHEMBL1201862,CHEMBL1581233,4.7,=,=,EC50,nM,20200.0,CHEMBL1741171,EC50,uM,20.2,20200.0,4.694648630553377,weak_or_moderate,Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1
6720482,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",NNc1nnc(S)n1N,CHEMBL1201862,CHEMBL1531579,4.06,=,=,EC50,nM,86400.0,CHEMBL1741171,EC50,uM,86.4,86400.0,4.063486257521107,weak_or_moderate,NNc1nnc(S)n1N
6720483,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)/C(C#N)=C\c1ccc(O)c(OC)c1,CHEMBL1201862,CHEMBL1471978,5.02,=,=,EC50,nM,9540.0,CHEMBL1741171,EC50,uM,9.54,9540.0,5.020451625295905,weak_or_moderate,CCOC(=O)/C(C#N)=C\c1ccc(O)c(OC)c1
6720484,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC1=NNC(=O)/C1=C\c1cn(-c2ccccc2)nc1-c1ccccc1,CHEMBL1201862,CHEMBL1447306,6.01,=,=,EC50,nM,978.0,CHEMBL1741171,EC50,uM,0.978,978.0,6.009661145212398,potent,CC1=NNC(=O)/C1=C\c1cn(-c2ccccc2)nc1-c1ccccc1
6720485,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(=O)N(C1=C(N)C(=O)c2ccccc2C1=O)c1ccccc1,CHEMBL1201862,CHEMBL1335953,5.66,=,=,EC50,nM,2180.0,CHEMBL1741171,EC50,uM,2.18,2180.0,5.661543506395395,weak_or_moderate,CC(=O)N(C1=C(N)C(=O)c2ccccc2C1=O)c1ccccc1
6720486,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)ccc1O,CHEMBL1201862,CHEMBL1550423,5.29,=,=,EC50,nM,5080.0,CHEMBL1741171,EC50,uM,5.08,5080.0,5.29413628771608,weak_or_moderate,COc1cc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)ccc1O
6720487,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(NC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])o1)c1ccccc1,CHEMBL1201862,CHEMBL1542492,4.46,=,=,EC50,nM,35000.0,CHEMBL1741171,EC50,uM,35.0,35000.0,4.455931955649724,weak_or_moderate,CC(NC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])o1)c1ccccc1
6720488,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(NC(=O)CSc2ncc(-c3ccccc3)n2C(=O)c2ccccc2)cc1,CHEMBL1201862,CHEMBL1526076,5.75,=,=,EC50,nM,1770.0,CHEMBL1741171,EC50,uM,1.77,1770.0,5.752026733638193,weak_or_moderate,Cc1ccc(NC(=O)CSc2ncc(-c3ccccc3)n2C(=O)c2ccccc2)cc1
6720489,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1n[nH]c(O)c1C(c1ccc(N(C)C)c(Br)c1)c1c(C)n[nH]c1O,CHEMBL1201862,CHEMBL1572077,6.56,=,=,EC50,nM,274.0,CHEMBL1741171,EC50,uM,0.274,274.0,6.562249437179612,potent,Cc1n[nH]c(O)c1C(c1ccc(N(C)C)c(Br)c1)c1c(C)n[nH]c1O
6720490,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(Nc1c[nH]c(=O)[nH]c1=O)c1ccccc1,CHEMBL1201862,CHEMBL505618,4.81,=,=,EC50,nM,15500.0,CHEMBL1741171,EC50,uM,15.5,15500.0,4.809668301829708,weak_or_moderate,CC(Nc1c[nH]c(=O)[nH]c1=O)c1ccccc1
6720491,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)/C=C/C(=O)O,CHEMBL1201862,CHEMBL1464042,6.15,=,=,EC50,nM,701.0,CHEMBL1741171,EC50,uM,0.701,701.0,6.154281982033341,potent,COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)/C=C/C(=O)O
6720492,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(C)c1ccc(/C=C(\c2nc3ccccc3[nH]2)S(=O)(=O)c2ccccc2)cc1,CHEMBL1201862,CHEMBL1305642,5.7,=,=,EC50,nM,2010.0,CHEMBL1741171,EC50,uM,2.01,2010.0,5.696803942579511,weak_or_moderate,CC(C)c1ccc(/C=C(\c2nc3ccccc3[nH]2)S(=O)(=O)c2ccccc2)cc1
6720493,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",N#CC(C#N)=C(C#N)c1ccc(Nc2ccccc2)cc1,CHEMBL1201862,CHEMBL1328712,5.6,=,=,EC50,nM,2490.0,CHEMBL1741171,EC50,uM,2.49,2490.0,5.603800652904264,weak_or_moderate,N#CC(C#N)=C(C#N)c1ccc(Nc2ccccc2)cc1
6720494,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(C)(C)c1ccc(-n2nc(C#N)c(Cl)cc2=O)cc1,CHEMBL1201862,CHEMBL1572001,6.0,=,=,EC50,nM,989.0,CHEMBL1741171,EC50,uM,0.989,989.0,6.004803708402821,potent,CC(C)(C)c1ccc(-n2nc(C#N)c(Cl)cc2=O)cc1
6720495,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCCCc1cc(=O)oc2c(C(CCN3CCCC(C)C3)c3ccc4c(c3)OCO4)c(OC)cc(OC)c12,CHEMBL1201862,CHEMBL1481657,4.94,=,=,EC50,nM,11600.0,CHEMBL1741171,EC50,uM,11.6,11600.0,4.935542010773082,weak_or_moderate,CCCCCc1cc(=O)oc2c(C(CCN3CCCC(C)C3)c3ccc4c(c3)OCO4)c(OC)cc(OC)c12
6720496,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COCc1n[nH]c2c1C(c1ccsc1)C(C#N)=C(N)O2,CHEMBL1201862,CHEMBL1533236,5.36,=,=,EC50,nM,4350.0,CHEMBL1741171,EC50,uM,4.35,4350.0,5.361510743045363,weak_or_moderate,COCc1n[nH]c2c1C(c1ccsc1)C(C#N)=C(N)O2
6720497,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(C)(C)c1c(Cl)c(O)c(-c2ccccc2)c(=O)n1-c1ccccc1,CHEMBL1201862,CHEMBL1533248,4.57,=,=,EC50,nM,27200.0,CHEMBL1741171,EC50,uM,27.2,27200.0,4.565431095965801,weak_or_moderate,CC(C)(C)c1c(Cl)c(O)c(-c2ccccc2)c(=O)n1-c1ccccc1
6720498,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(-n2c(=O)c3ccccc3c3ccccc3c2=O)cc1,CHEMBL1201862,CHEMBL1550425,4.63,=,=,EC50,nM,23300.0,CHEMBL1741171,EC50,uM,23.3,23300.0,4.632644078973981,weak_or_moderate,COc1ccc(-n2c(=O)c3ccccc3c3ccccc3c2=O)cc1
6720499,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CN1C(=O)/C(=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)S/C1=N\c1ccc(Cl)c(C(=O)O)c1,CHEMBL1201862,CHEMBL3188273,5.26,=,=,EC50,nM,5510.0,CHEMBL1741171,EC50,uM,5.51,5510.0,5.258848401148216,weak_or_moderate,CN1C(=O)/C(=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)S/C1=N\c1ccc(Cl)c(C(=O)O)c1
